row_abs,keywords_llm,raw_response
1051,"[""image denoising"", ""edge preservation"", ""wavelet transform"", ""image multiresolution"", ""gradient magnitudes""]","{""keywords"": [""image denoising"", ""edge preservation"", ""wavelet transform"", ""image multiresolution"", ""gradient magnitudes""]}"
1052,"[""contour tracking"", ""edge detection"", ""watershed segmentation"", ""object motion"", ""video analysis""]","{""keywords"": [""contour tracking"", ""edge detection"", ""watershed segmentation"", ""object motion"", ""video analysis""]}"
1053,"[""image representation"", ""image compression"", ""multilayered decomposition"", ""lossy compression"", ""basis functions""]","{""keywords"": [""image representation"", ""image compression"", ""multilayered decomposition"", ""lossy compression"", ""basis functions""]}"
1054,"[""edge detection"", ""spatial domain"", ""scale-space"", ""wavelet noise filtering"", ""image noise""]","{""keywords"": [""edge detection"", ""spatial domain"", ""scale-space"", ""wavelet noise filtering"", ""image noise""]}"
1055,"[""odorant"", ""neural network"", ""olfaction"", ""discrimination"", ""capacity""]","{""keywords"": [""odorant"", ""neural network"", ""olfaction"", ""discrimination"", ""capacity""]}"
1056,"[""mri data"", ""object-based coding"", ""discrete wavelet transform"", ""zerotree coding"", ""multidimensional layered zero coding""]","{""keywords"": [""mri data"", ""object-based coding"", ""discrete wavelet transform"", ""zerotree coding"", ""multidimensional layered zero coding""]}"
1057,"[""power system"", ""stability"", ""control systems"", ""generator"", ""synchronous""]","{""keywords"": [""power system"", ""stability"", ""control systems"", ""generator"", ""synchronous""]}"
1058,"[""distribution systems"", ""resonant grounding"", ""software tool"", ""fault detection"", ""compensation coil""]","{""keywords"": [""distribution systems"", ""resonant grounding"", ""software tool"", ""fault detection"", ""compensation coil""]}"
1059,"[""power electronics"", ""simulation challenges"", ""system dynamics"", ""energy utilities"", ""engineer training""]","{""keywords"": [""power electronics"", ""simulation challenges"", ""system dynamics"", ""energy utilities"", ""engineer training""]}"
1060,"[""power system"", ""generator control"", ""parameter derivation"", ""electric generator"", ""modeling process""]","{""keywords"": [""power system"", ""generator control"", ""parameter derivation"", ""electric generator"", ""modeling process""]}"
1061,"[""power industry"", ""computer applications"", ""electric power"", ""future trends"", ""networked systems""]","{""keywords"": [""power industry"", ""computer applications"", ""electric power"", ""future trends"", ""networked systems""]}"
1062,"[""electric service"", ""energy management"", ""control center"", ""security control"", ""load-following control""]","{""keywords"": [""electric service"", ""energy management"", ""control center"", ""security control"", ""load-following control""]}"
1063,"[""virus"", ""software"", ""antivirus"", ""firewall"", ""programming""]","{""keywords"": [""virus"", ""software"", ""antivirus"", ""firewall"", ""programming""]}"
1064,"[""enterprise application integration"", ""software applications"", ""business systems"", ""integration technology"", ""business forward""]","{""keywords"": [""enterprise application integration"", ""software applications"", ""business systems"", ""integration technology"", ""business forward""]}"
1065,"[""system risk"", ""security standards"", ""risk management"", ""commercial security"", ""business responsibility""]","{""keywords"": [""system risk"", ""security standards"", ""risk management"", ""commercial security"", ""business responsibility""]}"
1066,"[""auditory system"", ""sinusoidal signals"", ""information theory"", ""firing rate"", ""stochastic model""]","{""keywords"": [""auditory system"", ""sinusoidal signals"", ""information theory"", ""firing rate"", ""stochastic model""]}"
1067,"[""information network"", ""sewage conduits"", ""optical fiber"", ""communications infrastructure"", ""information society""]","{""keywords"": [""information network"", ""sewage conduits"", ""optical fiber"", ""communications infrastructure"", ""information society""]}"
1068,"[""image watermarking"", ""data hiding"", ""information theory"", ""statistical model"", ""capacity limits""]","{""keywords"": [""image watermarking"", ""data hiding"", ""information theory"", ""statistical model"", ""capacity limits""]}"
1069,"[""digital images"", ""geometrical distortions"", ""watermarking methods"", ""feature points"", ""robustness""]","{""keywords"": [""digital images"", ""geometrical distortions"", ""watermarking methods"", ""feature points"", ""robustness""]}"
1070,"[""color plane interpolation"", ""demosaicing"", ""digital cameras"", ""color filter arrays"", ""mean square error""]","{""keywords"": [""color plane interpolation"", ""demosaicing"", ""digital cameras"", ""color filter arrays"", ""mean square error""]}"
1071,"[""color constancy"", ""computational algorithms"", ""image data"", ""illumination conditions"", ""preprocessing strategies""]","{""keywords"": [""color constancy"", ""computational algorithms"", ""image data"", ""illumination conditions"", ""preprocessing strategies""]}"
1072,"[""color constancy"", ""computational algorithms"", ""image processing"", ""machine learning"", ""image analysis""]","{""keywords"": [""color constancy"", ""computational algorithms"", ""image processing"", ""machine learning"", ""image analysis""]}"
1073,"[""image quality"", ""color differences"", ""perceptual metrics"", ""digital simulations"", ""color space""]","{""keywords"": [""image quality"", ""color differences"", ""perceptual metrics"", ""digital simulations"", ""color space""]}"
1074,"[""controllability"", ""shells"", ""minimal time"", ""fourier method"", ""ingham theorems""]","{""keywords"": [""controllability"", ""shells"", ""minimal time"", ""fourier method"", ""ingham theorems""]}"
1075,"[""pneumatic control valves"", ""static friction"", ""control signal"", ""stick-slip motion"", ""industrial controllers""]","{""keywords"": [""pneumatic control valves"", ""static friction"", ""control signal"", ""stick-slip motion"", ""industrial controllers""]}"
1076,"[""pid"", ""dead-time"", ""controllers"", ""performance"", ""robustness""]","{""keywords"": [""pid"", ""dead-time"", ""controllers"", ""performance"", ""robustness""]}"
1077,"[""wavelength services"", ""industry expectations"", ""technology confusion"", ""margin"", ""telecommunications""]","{""keywords"": [""wavelength services"", ""industry expectations"", ""technology confusion"", ""margin"", ""telecommunications""]}"
1078,[],
1079,"[""neural network"", ""lateral inhibition"", ""unsupervised learning"", ""perceptual representations"", ""neuroanatomical data""]","{""keywords"": [""neural network"", ""lateral inhibition"", ""unsupervised learning"", ""perceptual representations"", ""neuroanatomical data""]}"
1080,"[""digital control systems"", ""generalized predictive control"", ""non-uniform sampling"", ""state-space domain"", ""causality constraint""]","{""keywords"": [""digital control systems"", ""generalized predictive control"", ""non-uniform sampling"", ""state-space domain"", ""causality constraint""]}"
1081,"[""observer decomposition"", ""output-injection observer"", ""physical system"", ""sparse system models"", ""sub-observers""]","{""keywords"": [""observer decomposition"", ""output-injection observer"", ""physical system"", ""sparse system models"", ""sub-observers""]}"
1082,"[""principal component analysis"", ""errors-in-variables"", ""subspace identification"", ""instrumental variables"", ""model estimation""]","{""keywords"": [""principal component analysis"", ""errors-in-variables"", ""subspace identification"", ""instrumental variables"", ""model estimation""]}"
1083,"[""nonlinear modeling"", ""fuzzy control"", ""molten carbonate fuel cells"", ""neural networks"", ""adaptive control""]","{""keywords"": [""nonlinear modeling"", ""fuzzy control"", ""molten carbonate fuel cells"", ""neural networks"", ""adaptive control""]}"
1084,"[""medical imaging"", ""volume segmentation"", ""haptic device"", ""3d modeling"", ""semi-automatic""]","{""keywords"": [""medical imaging"", ""volume segmentation"", ""haptic device"", ""3d modeling"", ""semi-automatic""]}"
1085,"[""orthopaedic"", ""surgical navigation"", ""medical image"", ""image-guided surgery"", ""anatomy""]","{""keywords"": [""orthopaedic"", ""surgical navigation"", ""medical image"", ""image-guided surgery"", ""anatomy""]}"
1086,"[""lung metastasis"", ""ct images"", ""knowledge-based method"", ""radiology"", ""oncology""]","{""keywords"": [""lung metastasis"", ""ct images"", ""knowledge-based method"", ""radiology"", ""oncology""]}"
1087,"[""finite element model"", ""kidney trauma"", ""biomechanical research"", ""viscoelastic material"", ""soft tissues""]","{""keywords"": [""finite element model"", ""kidney trauma"", ""biomechanical research"", ""viscoelastic material"", ""soft tissues""]}"
1088,"[""3d anatomy"", ""web service"", ""anatomical models"", ""visible human"", ""video animation""]","{""keywords"": [""3d anatomy"", ""web service"", ""anatomical models"", ""visible human"", ""video animation""]}"
1089,"[""mesh-cutting"", ""interactive mesh cutting"", ""virtual tools"", ""haptic-rate simulation"", ""patient-specific models""]","{""keywords"": [""mesh-cutting"", ""interactive mesh cutting"", ""virtual tools"", ""haptic-rate simulation"", ""patient-specific models""]}"
1090,"[""panoramic image mosaics"", ""global alignment"", ""local alignment"", ""image construction"", ""convergence""]","{""keywords"": [""panoramic image mosaics"", ""global alignment"", ""local alignment"", ""image construction"", ""convergence""]}"
1091,"[""image segmentation"", ""contrast-enhanced perfusion"", ""dynamic mr images"", ""scale selection"", ""neural net classifier""]","{""keywords"": [""image segmentation"", ""contrast-enhanced perfusion"", ""dynamic mr images"", ""scale selection"", ""neural net classifier""]}"
1092,"[""phase unwrapping"", ""hybrid algorithm"", ""interferogram contour maps"", ""discontinuity-restoring criterion"", ""map unwrapping""]","{""keywords"": [""phase unwrapping"", ""hybrid algorithm"", ""interferogram contour maps"", ""discontinuity-restoring criterion"", ""map unwrapping""]}"
1093,"[""strain contouring"", ""gabor filters"", ""moire interferometry"", ""displacement field"", ""digital differentiation""]","{""keywords"": [""strain contouring"", ""gabor filters"", ""moire interferometry"", ""displacement field"", ""digital differentiation""]}"
1094,"[""position estimation"", ""noise reduction"", ""superresolution"", ""tracking systems"", ""optical experiment""]","{""keywords"": [""position estimation"", ""noise reduction"", ""superresolution"", ""tracking systems"", ""optical experiment""]}"
1095,"[""color space"", ""noise reduction"", ""image analysis"", ""adaptive filtering"", ""edge detection""]","{""keywords"": [""color space"", ""noise reduction"", ""image analysis"", ""adaptive filtering"", ""edge detection""]}"
1096,"[""three-dimensional objects"", ""scale invariance"", ""fourier transform profilometry"", ""classical correlator"", ""mellin transform""]","{""keywords"": [""three-dimensional objects"", ""scale invariance"", ""fourier transform profilometry"", ""classical correlator"", ""mellin transform""]}"
1097,"[""camera calibration"", ""region of interest"", ""radon transform"", ""computer vision"", ""automatic calibration""]","{""keywords"": [""camera calibration"", ""region of interest"", ""radon transform"", ""computer vision"", ""automatic calibration""]}"
1098,"[""microscope"", ""autofocus"", ""eccentric light"", ""semiconductor laser"", ""micro measurement""]","{""keywords"": [""microscope"", ""autofocus"", ""eccentric light"", ""semiconductor laser"", ""micro measurement""]}"
1099,"[""semiconductor manufacturing"", ""3-d mapping"", ""polycrystalline silicon"", ""optical surface mapping"", ""nugget placement""]","{""keywords"": [""semiconductor manufacturing"", ""3-d mapping"", ""polycrystalline silicon"", ""optical surface mapping"", ""nugget placement""]}"
1100,"[""moving cast shadow"", ""monocular color traffic image sequences"", ""vehicle segmentation"", ""scene analysis"", ""edge map""]","{""keywords"": [""moving cast shadow"", ""monocular color traffic image sequences"", ""vehicle segmentation"", ""scene analysis"", ""edge map""]}"
1101,"[""curvature computation"", ""free-form surfaces"", ""multi-scale"", ""geodesic coordinates"", ""surface smoothing""]","{""keywords"": [""curvature computation"", ""free-form surfaces"", ""multi-scale"", ""geodesic coordinates"", ""surface smoothing""]}"
1102,"[""liquid-crystal"", ""optical phased array"", ""broadband imagery"", ""chromatic aberrations"", ""wiener deconvolution""]","{""keywords"": [""liquid-crystal"", ""optical phased array"", ""broadband imagery"", ""chromatic aberrations"", ""wiener deconvolution""]}"
1103,"[""digit-set-restricted"", ""modified signed-digit"", ""content-addressable memory"", ""incoherent correlator"", ""optoelectronic processor""]","{""keywords"": [""digit-set-restricted"", ""modified signed-digit"", ""content-addressable memory"", ""incoherent correlator"", ""optoelectronic processor""]}"
1104,"[""integral imaging"", ""three-dimensional imaging"", ""orthoscopic imaging"", ""micro-optics technique"", ""viewing resolution""]","{""keywords"": [""integral imaging"", ""three-dimensional imaging"", ""orthoscopic imaging"", ""micro-optics technique"", ""viewing resolution""]}"
1105,"[""diffraction"", ""apertures"", ""mask"", ""circular"", ""near-field""]","{""keywords"": [""diffraction"", ""apertures"", ""mask"", ""circular"", ""near-field""]}"
1106,"[""binocular model"", ""figure-ground segmentation"", ""fourier transform"", ""image processing"", ""occluding objects""]","{""keywords"": [""binocular model"", ""figure-ground segmentation"", ""fourier transform"", ""image processing"", ""occluding objects""]}"
1107,"[""color image"", ""liquid crystal"", ""spectral transmittance"", ""principal eigenvector"", ""device-independent color""]","{""keywords"": [""color image"", ""liquid crystal"", ""spectral transmittance"", ""principal eigenvector"", ""device-independent color""]}"
1108,"[""image restoration"", ""mixed-norm"", ""regularization"", ""least-mean"", ""kurtosis""]","{""keywords"": [""image restoration"", ""mixed-norm"", ""regularization"", ""least-mean"", ""kurtosis""]}"
1109,"[""motion estimation"", ""dynamic programming"", ""motion vector field"", ""image sequence"", ""motion analysis""]","{""keywords"": [""motion estimation"", ""dynamic programming"", ""motion vector field"", ""image sequence"", ""motion analysis""]}"
1110,"[""centroid detection"", ""optical correlation"", ""spatial light modulators"", ""moment function"", ""noise-smoothing performance""]","{""keywords"": [""centroid detection"", ""optical correlation"", ""spatial light modulators"", ""moment function"", ""noise-smoothing performance""]}"
1111,"[""image compression"", ""block truncation coding"", ""bit plane"", ""discrete cosine transform"", ""quantization""]","{""keywords"": [""image compression"", ""block truncation coding"", ""bit plane"", ""discrete cosine transform"", ""quantization""]}"
1112,"[""image editing"", ""3d scene"", ""plenoptic function"", ""camera viewpoints"", ""volumetric decomposition""]","{""keywords"": [""image editing"", ""3d scene"", ""plenoptic function"", ""camera viewpoints"", ""volumetric decomposition""]}"
1113,"[""digital holography"", ""zero-order diffraction"", ""laplacian"", ""fresnel integral"", ""image quality""]","{""keywords"": [""digital holography"", ""zero-order diffraction"", ""laplacian"", ""fresnel integral"", ""image quality""]}"
1114,"[""image thresholding"", ""bayesian formulation"", ""maximum entropy principle"", ""conditional probability"", ""entropy maximization""]","{""keywords"": [""image thresholding"", ""bayesian formulation"", ""maximum entropy principle"", ""conditional probability"", ""entropy maximization""]}"
1115,"[""digital watermarking"", ""fuzzy logic"", ""copyright protection"", ""human visual system"", ""image characteristics""]","{""keywords"": [""digital watermarking"", ""fuzzy logic"", ""copyright protection"", ""human visual system"", ""image characteristics""]}"
1116,"[""color pattern recognition"", ""optical correlator"", ""three-dimensional correlation"", ""fourier transform"", ""color distribution""]","{""keywords"": [""color pattern recognition"", ""optical correlator"", ""three-dimensional correlation"", ""fourier transform"", ""color distribution""]}"
1117,"[""multi-criterion"", ""target-level"", ""chebyshev metric"", ""efficient solutions"", ""edgeworth-pareto hull""]","{""keywords"": [""multi-criterion"", ""target-level"", ""chebyshev metric"", ""efficient solutions"", ""edgeworth-pareto hull""]}"
1118,"[""mental impairments"", ""computer processing"", ""concussion period"", ""computational procedures"", ""acute period""]","{""keywords"": [""mental impairments"", ""computer processing"", ""concussion period"", ""computational procedures"", ""acute period""]}"
1119,"[""linear regression"", ""regularization method"", ""pseudoinverse method"", ""bayesian method"", ""blue""]","{""keywords"": [""linear regression"", ""regularization method"", ""pseudoinverse method"", ""bayesian method"", ""blue""]}"
1120,"[""presidential campaign"", ""choice rules"", ""voting systems"", ""election outcome"", ""preference strength""]","{""keywords"": [""presidential campaign"", ""choice rules"", ""voting systems"", ""election outcome"", ""preference strength""]}"
1121,"[""inverse problem"", ""hierarchical structure"", ""parabolic equation"", ""heat conduction"", ""unique solvability""]","{""keywords"": [""inverse problem"", ""hierarchical structure"", ""parabolic equation"", ""heat conduction"", ""unique solvability""]}"
1122,"[""camera calibration"", ""image motion"", ""linear pinhole-camera model"", ""self-calibration"", ""optical flow""]","{""keywords"": [""camera calibration"", ""image motion"", ""linear pinhole-camera model"", ""self-calibration"", ""optical flow""]}"
1123,"[""ion exchange"", ""mathematical model"", ""inverse problems"", ""ion exchanger compression"", ""numerical solution""]","{""keywords"": [""ion exchange"", ""mathematical model"", ""inverse problems"", ""ion exchanger compression"", ""numerical solution""]}"
1124,"[""multiprocessor systems"", ""gas-dynamic problems"", ""message passing interface"", ""numerical solution"", ""cluster systems""]","{""keywords"": [""multiprocessor systems"", ""gas-dynamic problems"", ""message passing interface"", ""numerical solution"", ""cluster systems""]}"
1125,"[""kelvin-helmholtz instability"", ""hybrid simulation"", ""space plasmas"", ""electromagnetic model"", ""magnetopause""]","{""keywords"": [""kelvin-helmholtz instability"", ""hybrid simulation"", ""space plasmas"", ""electromagnetic model"", ""magnetopause""]}"
1126,"[""computational electromagnetics"", ""algorithmic complexity"", ""computer architecture"", ""matrix-matrix multiplications"", ""fddt loops""]","{""keywords"": [""computational electromagnetics"", ""algorithmic complexity"", ""computer architecture"", ""matrix-matrix multiplications"", ""fddt loops""]}"
1127,"[""indoor propagation"", ""geometrical optics"", ""image tree"", ""threshold value"", ""transmitter fields""]","{""keywords"": [""indoor propagation"", ""geometrical optics"", ""image tree"", ""threshold value"", ""transmitter fields""]}"
1128,"[""dynamic programming"", ""operations research"", ""managerial decision making"", ""solitaire board game"", ""craft woodworkers""]","{""keywords"": [""dynamic programming"", ""operations research"", ""managerial decision making"", ""solitaire board game"", ""craft woodworkers""]}"
1129,"[""university course"", ""process management"", ""teaching experience"", ""course delivery"", ""operations management""]","{""keywords"": [""university course"", ""process management"", ""teaching experience"", ""course delivery"", ""operations management""]}"
1130,"[""project management"", ""spreadsheet"", ""network analysis"", ""critical path"", ""operations research""]","{""keywords"": [""project management"", ""spreadsheet"", ""network analysis"", ""critical path"", ""operations research""]}"
1131,"[""object-oriented"", ""simulation"", ""discrete-event"", ""queue"", ""programming""]","{""keywords"": [""object-oriented"", ""simulation"", ""discrete-event"", ""queue"", ""programming""]}"
1132,"[""probability distribution"", ""expected value"", ""perfect information"", ""upper bound"", ""states of the world""]","{""keywords"": [""probability distribution"", ""expected value"", ""perfect information"", ""upper bound"", ""states of the world""]}"
1133,"[""surface reconstruction"", ""motion"", ""lighting"", ""3d"", ""lambertian""]","{""keywords"": [""surface reconstruction"", ""motion"", ""lighting"", ""3d"", ""lambertian""]}"
1134,"[""classroom"", ""game"", ""television"", ""education"", ""students""]","{""keywords"": [""classroom"", ""game"", ""television"", ""education"", ""students""]}"
1135,"[""sequential decision analysis"", ""stochastic dynamic programming"", ""utility theory"", ""bayesian probability"", ""operations research""]","{""keywords"": [""sequential decision analysis"", ""stochastic dynamic programming"", ""utility theory"", ""bayesian probability"", ""operations research""]}"
1136,"[""probability distributions"", ""monte carlo simulation"", ""histograms"", ""interactive visualization"", ""computational speed""]","{""keywords"": [""probability distributions"", ""monte carlo simulation"", ""histograms"", ""interactive visualization"", ""computational speed""]}"
1137,"[""management science"", ""spreadsheets"", ""decision models"", ""decision support"", ""quantitative modeling""]","{""keywords"": [""management science"", ""spreadsheets"", ""decision models"", ""decision support"", ""quantitative modeling""]}"
1138,"[""management science"", ""modeling skills"", ""management science skills"", ""numeracy skills"", ""practitioners""]","{""keywords"": [""management science"", ""modeling skills"", ""management science skills"", ""numeracy skills"", ""practitioners""]}"
1139,"[""management science"", ""mba programs"", ""mathematical preparation"", ""algorithm"", ""management education""]","{""keywords"": [""management science"", ""mba programs"", ""mathematical preparation"", ""algorithm"", ""management education""]}"
1140,"[""academic libraries"", ""gift acceptance"", ""university community"", ""library collections"", ""staff time""]","{""keywords"": [""academic libraries"", ""gift acceptance"", ""university community"", ""library collections"", ""staff time""]}"
1141,"[""book value"", ""market value"", ""out of print"", ""book condition"", ""book edition""]","{""keywords"": [""book value"", ""market value"", ""out of print"", ""book condition"", ""book edition""]}"
1142,"[""book value"", ""economic principles"", ""book condition"", ""market value"", ""edition""]","{""keywords"": [""book value"", ""economic principles"", ""book condition"", ""market value"", ""edition""]}"
1143,"[""history of science"", ""science technology"", ""rare materials"", ""collection development"", ""policy formation""]","{""keywords"": [""history of science"", ""science technology"", ""rare materials"", ""collection development"", ""policy formation""]}"
1144,"[""information architecture"", ""field development"", ""disciplinary concept"", ""professional growth"", ""infrastructure building""]","{""keywords"": [""information architecture"", ""field development"", ""disciplinary concept"", ""professional growth"", ""infrastructure building""]}"
1145,"[""special collections"", ""academic library"", ""case study"", ""library development"", ""acquisitions policies""]","{""keywords"": [""special collections"", ""academic library"", ""case study"", ""library development"", ""acquisitions policies""]}"
1146,"[""library acquisitions"", ""special collections"", ""electronic revolution"", ""acquisitions philosophy"", ""collection materials""]","{""keywords"": [""library acquisitions"", ""special collections"", ""electronic revolution"", ""acquisitions philosophy"", ""collection materials""]}"
1147,"[""underground poetry"", ""library collections"", ""poetry literature"", ""acquisitions difficulties"", ""total immersion""]","{""keywords"": [""underground poetry"", ""library collections"", ""poetry literature"", ""acquisitions difficulties"", ""total immersion""]}"
1148,"[""bounded rationality"", ""emotion"", ""rationality"", ""yerkes-dodson law"", ""cognition""]","{""keywords"": [""bounded rationality"", ""emotion"", ""rationality"", ""yerkes-dodson law"", ""cognition""]}"
1149,"[""bounded rationality"", ""emotional arousal"", ""decision making"", ""cognitive constraints"", ""rational thinking""]","{""keywords"": [""bounded rationality"", ""emotional arousal"", ""decision making"", ""cognitive constraints"", ""rational thinking""]}"
1150,"[""emotion"", ""self-control"", ""choice"", ""preferences"", ""inhibition""]","{""keywords"": [""emotion"", ""self-control"", ""choice"", ""preferences"", ""inhibition""]}"
1151,"[""industry evolution"", ""life cycle"", ""quality improvements"", ""cost improvements"", ""equilibrium model""]","{""keywords"": [""industry evolution"", ""life cycle"", ""quality improvements"", ""cost improvements"", ""equilibrium model""]}"
1152,"[""health outcomes"", ""intertemporal preferences"", ""discounting models"", ""utility model"", ""stationarity axiom""]","{""keywords"": [""health outcomes"", ""intertemporal preferences"", ""discounting models"", ""utility model"", ""stationarity axiom""]}"
1153,"[""labor market"", ""evolving institution"", ""bounded rationality"", ""search process"", ""unemployment""]","{""keywords"": [""labor market"", ""evolving institution"", ""bounded rationality"", ""search process"", ""unemployment""]}"
1154,"[""control structures"", ""hierarchical organization"", ""collective choice"", ""authority structures"", ""ultimate control""]","{""keywords"": [""control structures"", ""hierarchical organization"", ""collective choice"", ""authority structures"", ""ultimate control""]}"
1155,"[""bilingual web sites"", ""information architecture"", ""speech therapy"", ""language therapy"", ""card sorting activity""]","{""keywords"": [""bilingual web sites"", ""information architecture"", ""speech therapy"", ""language therapy"", ""card sorting activity""]}"
1156,"[""modularity"", ""theory"", ""organization"", ""rights"", ""partitioning""]","{""keywords"": [""modularity"", ""theory"", ""organization"", ""rights"", ""partitioning""]}"
1157,"[""urban internet"", ""new urbanism"", ""networked environments"", ""information architects"", ""civic activities""]","{""keywords"": [""urban internet"", ""new urbanism"", ""networked environments"", ""information architects"", ""civic activities""]}"
1158,"[""three-dimensional"", ""boundary element method"", ""injection moulding"", ""cooling lines"", ""design sensitivity analysis""]","{""keywords"": [""three-dimensional"", ""boundary element method"", ""injection moulding"", ""cooling lines"", ""design sensitivity analysis""]}"
1159,"[""materials requirements planning"", ""safety stocks"", ""strategic stocks"", ""uncertainty"", ""simulation""]","{""keywords"": [""materials requirements planning"", ""safety stocks"", ""strategic stocks"", ""uncertainty"", ""simulation""]}"
1160,"[""wave energy"", ""impulse turbine"", ""rapid prototyping"", ""finite element analysis"", ""concurrent engineering""]","{""keywords"": [""wave energy"", ""impulse turbine"", ""rapid prototyping"", ""finite element analysis"", ""concurrent engineering""]}"
1161,"[""flexible manufacturing system"", ""dispatching strategies"", ""routeing policies"", ""performance measures"", ""simulation results""]","{""keywords"": [""flexible manufacturing system"", ""dispatching strategies"", ""routeing policies"", ""performance measures"", ""simulation results""]}"
1162,"[""fuzzy logic"", ""flexible manufacturing"", ""decision support"", ""real-time scheduling"", ""performance measures""]","{""keywords"": [""fuzzy logic"", ""flexible manufacturing"", ""decision support"", ""real-time scheduling"", ""performance measures""]}"
1163,"[""product development"", ""cost modelling"", ""design automation"", ""manufacturing process"", ""process optimization""]","{""keywords"": [""product development"", ""cost modelling"", ""design automation"", ""manufacturing process"", ""process optimization""]}"
1164,"[""machining"", ""fractals"", ""aluminium alloy"", ""contact geometry"", ""dimension""]","{""keywords"": [""machining"", ""fractals"", ""aluminium alloy"", ""contact geometry"", ""dimension""]}"
1165,"[""layer-based machining"", ""additive shaping"", ""subtractive shaping"", ""support structure"", ""machining systems""]","{""keywords"": [""layer-based machining"", ""additive shaping"", ""subtractive shaping"", ""support structure"", ""machining systems""]}"
1166,"[""battery energy storage"", ""voltage compensation"", ""alaska"", ""northern intertie"", ""power grid""]","{""keywords"": [""battery energy storage"", ""voltage compensation"", ""alaska"", ""northern intertie"", ""power grid""]}"
1167,"[""information architecture"", ""information interaction"", ""user experience"", ""information system"", ""content management""]","{""keywords"": [""information architecture"", ""information interaction"", ""user experience"", ""information system"", ""content management""]}"
1168,"[""optical logic"", ""semiconductor amplifiers"", ""gain nonlinearity"", ""counterpropagating feedback"", ""extinction ratio""]","{""keywords"": [""optical logic"", ""semiconductor amplifiers"", ""gain nonlinearity"", ""counterpropagating feedback"", ""extinction ratio""]}"
1169,"[""quantitative computed tomography"", ""metal artifacts"", ""image reconstruction"", ""statistical image reconstruction"", ""tissue attenuation coefficients""]","{""keywords"": [""quantitative computed tomography"", ""metal artifacts"", ""image reconstruction"", ""statistical image reconstruction"", ""tissue attenuation coefficients""]}"
1170,"[""positron emission tomography"", ""automatic registration method"", ""image fusion"", ""mutual information algorithm"", ""radiotherapy treatment mask""]","{""keywords"": [""positron emission tomography"", ""automatic registration method"", ""image fusion"", ""mutual information algorithm"", ""radiotherapy treatment mask""]}"
1171,"[""food processing"", ""bar code"", ""wireless terminals"", ""meat products"", ""centralized database""]","{""keywords"": [""food processing"", ""bar code"", ""wireless terminals"", ""meat products"", ""centralized database""]}"
1172,"[""statistical inference"", ""bayesian decision"", ""gauss inequality"", ""prior information"", ""parameter subset""]","{""keywords"": [""statistical inference"", ""bayesian decision"", ""gauss inequality"", ""prior information"", ""parameter subset""]}"
1173,"[""enzyme-catalysed reaction"", ""saturation kinetics"", ""loss of system coordination"", ""bifurcation"", ""dynamical system""]","{""keywords"": [""enzyme-catalysed reaction"", ""saturation kinetics"", ""loss of system coordination"", ""bifurcation"", ""dynamical system""]}"
1174,"[""rainfall"", ""spatial correlation"", ""crop production"", ""meteorological records"", ""dekads""]","{""keywords"": [""rainfall"", ""spatial correlation"", ""crop production"", ""meteorological records"", ""dekads""]}"
1175,"[""spanning tree"", ""flow requirements"", ""computer network"", ""algorithm"", ""minimal paths""]","{""keywords"": [""spanning tree"", ""flow requirements"", ""computer network"", ""algorithm"", ""minimal paths""]}"
1176,"[""nonlinear systems"", ""nonisothermal flows"", ""non-newtonian flows"", ""body forces"", ""weak solutions""]","{""keywords"": [""nonlinear systems"", ""nonisothermal flows"", ""non-Newtonian flows"", ""body forces"", ""weak solutions""]}"
1177,"[""operations research"", ""linear programming"", ""mixed variables"", ""linear inequalities"", ""mathematical programming""]","{""keywords"": [""operations research"", ""linear programming"", ""mixed variables"", ""linear inequalities"", ""mathematical programming""]}"
1178,"[""sliding mode control"", ""second order systems"", ""moving switching line"", ""output feedback"", ""discrete control""]","{""keywords"": [""sliding mode control"", ""second order systems"", ""moving switching line"", ""output feedback"", ""discrete control""]}"
1179,"[""information architecture"", ""law enforcement"", ""usability"", ""user interface"", ""system design""]","{""keywords"": [""information architecture"", ""law enforcement"", ""usability"", ""user interface"", ""system design""]}"
1180,"[""advertising campaign"", ""mathematical model"", ""operations research"", ""nonlinear programming"", ""planning optimization""]","{""keywords"": [""advertising campaign"", ""mathematical model"", ""operations research"", ""nonlinear programming"", ""planning optimization""]}"
1181,"[""semiconductor optical amplifiers"", ""all-optical xor gate"", ""cross-gain modulation"", ""boolean logic"", ""optical communication""]","{""keywords"": [""semiconductor optical amplifiers"", ""all-optical xor gate"", ""cross-gain modulation"", ""boolean logic"", ""optical communication""]}"
1182,"[""online advice"", ""trust"", ""internet"", ""credibility"", ""web design""]","{""keywords"": [""online advice"", ""trust"", ""internet"", ""credibility"", ""web design""]}"
1183,"[""internet gambling"", ""problem gambling"", ""addiction"", ""social impact"", ""technological development""]","{""keywords"": [""internet gambling"", ""problem gambling"", ""addiction"", ""social impact"", ""technological development""]}"
1184,"[""computer-mediated communication"", ""remote management"", ""intranets"", ""e-mails"", ""staff commitment""]","{""keywords"": [""computer-mediated communication"", ""remote management"", ""intranets"", ""e-mails"", ""staff commitment""]}"
1185,"[""collective action"", ""mass communication"", ""online mobilization"", ""social involvement"", ""antiauthoritarian ideology""]","{""keywords"": [""collective action"", ""mass communication"", ""online mobilization"", ""social involvement"", ""antiauthoritarian ideology""]}"
